Geneid	C07	C10	C11	C12	C17	C18	C35	C36	C37	C39	C42	C44	C49	D01	D04	D05	D15	D16	D19	D20	D25	D31	D38	D41	D51	D57	E02	E03	E06
RPH3A	1142.072411	1437.098208	1120.423734	1673.980915	1157.516376	1270.839123	1462.035168	1200.61654	1673.05813	1349.518085	1069.86753	1368.601008	1161.796076	1096.622872	1207.863537	1026.983542	1081.986861	1215.834936	1127.86455	1055.965022	1098.666334	1046.459489	1227.79096	1143.571179	1170.087481	1150.981266	1298.090803	1505.637361	1164.617368
LINC00934	50.52158327	89.43751222	75.36137675	91.84674049	52.61438074	89.61842986	72.52158574	54.42445265	112.2442591	78.29062637	68.80890754	82.94551561	77.54538764	66.28732208	71.61246268	53.39817694	58.1713366	50.58710636	58.44502078	48.31212517	52.42840408	63.31807212	57.28418166	75.29976376	54.74571314	80.6102403	60.3464567	69.14778992	68.28619875
MSI1	213.4714786	166.6790001	200.7073401	210.3586637	191.2330377	240.22718	165.3492155	179.0105491	186.4845565	193.7361263	170.172567	228.1001679	195.2482082	232.7261417	225.5792574	175.0963476	242.2042924	232.0029361	208.9098615	258.8149563	256.3166422	248.9940404	326.5198354	286.4205967	188.7501453	192.79975	164.347797	201.8669351	186.8490493
CDK2AP1	219.875623	185.989372	241.464003	227.1478528	255.9891986	288.7704962	163.8987838	299.6623477	203.2770047	193.7361263	273.015988	194.6029405	243.7140755	298.2929494	184.9988619	288.1017918	239.0313104	246.8301914	279.7899931	326.6819893	305.2498193	254.9835877	230.091463	256.159944	297.4244714	272.5789569	183.6073044	180.6764833	248.381668
LINC02825	48.38686849	57.93111587	66.9024467	99.74753537	43.50804561	36.09631203	92.82762975	30.16294966	95.45181092	49.09751145	36.99403631	55.82871243	52.62008447	39.62829037	41.77393656	18.62727102	39.13344462	50.58710636	33.57479917	27.60692867	44.27287456	33.37033531	44.87260897	80.92965264	48.20891157	34.90340302	56.49455521	79.18537233	51.02704962
LINC00944	36.29015137	95.53552442	68.44043398	109.623529	42.4962306	47.29861576	72.52158574	33.44153115	106.0575677	61.04014937	34.03451341	86.13572775	41.54217195	39.62829037	39.38685447	16.14363489	32.78748063	71.5197021	33.57479917	39.10981562	45.4379502	33.37033531	62.05786346	64.74372212	60.46541452	43.21373707	56.49455521	64.68664218	43.52307173
LINC02405	365.7478	412.6321587	436.7883877	529.353257	354.135255	316.1539053	449.6338316	209.1734987	489.6324375	390.1261721	234.5421902	301.4750471	321.2594631	325.6724954	273.3208992	183.7890741	260.1845237	315.733319	237.5106164	273.7687093	365.8337529	224.1802013	443.9524078	467.280777	261.4720628	320.7788944	390.3260178	424.9243219	273.8951928
TMEM132C	871.6752044	1228.749458	968.1629931	1549.543396	995.625974	898.6736995	1244.470411	729.1565223	1458.291556	1119.954045	776.1348818	858.1670654	983.1647362	759.4221465	901.1234887	607.2490354	624.0197927	1018.719659	715.0188713	653.3639785	884.2924155	623.7685754	1019.658434	1068.975151	789.3187895	873.4161088	1176.113922	1005.988815	946.2516113
TMEM132D	1119.30212	1781.635897	1624.114568	2552.944346	1277.922363	1066.708255	2098.774691	891.7741639	2100.823653	1429.135671	981.8217237	1240.992522	1121.638643	1058.43561	1032.413004	702.8690267	875.743031	1474.875808	783.4119807	868.4679644	1165.075646	863.3504699	1521.849759	1823.380261	888.1879132	1234.084607	1556.168203	1506.752648	1134.601456
SFSWAP	1147.053412	1094.593189	1301.906233	1082.408899	1136.268261	1184.954795	977.5909758	1204.550838	1076.484312	1003.181585	1214.144272	1126.144885	1271.190462	1248.651404	1175.637929	1261.687157	1205.733159	1092.855936	1289.52099	1244.612368	1339.836993	1149.137444	1381.503514	1263.206317	1264.871104	1291.425912	1210.781036	1042.793283	1205.138848
GALNT9	1174.804704	1099.674866	1223.468882	1225.610806	1258.697878	1316.893039	1093.625513	1390.11855	1169.284684	1255.303941	1169.011547	1146.881264	1152.102902	1354.567016	1252.024556	1228.15807	1261.789174	1242.00068	1181.335526	1392.999609	1193.037462	1274.917939	1504.664505	1391.286289	1264.871104	1148.488166	1016.901994	1178.858289	1112.83992
GOLGA3	1111.474832	876.0810856	1110.426817	882.9138279	1067.46484	1102.804567	761.4766503	1051.113224	876.7425596	894.3708843	1046.931228	957.0636417	1020.552691	1123.281904	911.8653581	1079.139901	1085.159843	1008.253361	1151.491261	1214.704861	1135.948755	1138.869649	1132.317324	1079.531193	1175.807182	1087.822727	942.4318983	891.1142604	1199.886064
LINC00408	15.6545751	26.42471952	38.44968201	61.23116033	36.42534051	36.09631203	30.45906601	31.47438226	57.44784917	30.52007469	14.0577338	20.7363789	29.07952037	22.33594548	10.7418694	12.41818068	10.57660666	37.50423403	19.89617729	18.40461911	25.63166422	21.39124058	25.77788175	35.89054161	12.25650294	26.59306897	37.23504775	54.64905977	24.01272923
LINC00442	5.692572763	13.21235976	9.996917324	15.80158976	5.059075071	14.93640498	7.252158574	1.311432594	7.954317577	3.980879307	10.35833017	6.380424278	9.693173456	4.323086223	4.774164179	3.725454205	6.345963993	8.72191489	7.461066483	0	0	4.278248116	4.773681805	8.444833319	8.171001962	4.155167026	6.419835819	8.922295473	6.003182308
ANKRD26P3	75.42658911	166.6790001	137.6498616	243.9370419	156.8313272	97.08663235	182.7543961	97.70172825	225.3723313	112.7915804	86.56604497	129.2035916	109.3943861	87.9027532	93.09620149	69.54181182	68.74794326	131.7009148	74.61066483	63.2658782	95.53620299	89.84321044	98.33784518	140.0434859	82.52711981	93.07574138	129.6806836	160.6013185	92.29892798
TPTE2	232.6839117	329.2926586	295.2935579	430.593321	295.4499842	207.8649693	395.9678581	232.1235691	420.6950185	305.2007469	226.4035022	312.6407896	265.8699005	244.974886	247.0629963	221.0436162	168.1680458	299.1616807	252.4327493	193.2485007	240.0055831	206.2115592	228.1819903	273.7533468	227.1538545	247.6479547	322.2757581	341.2778019	268.6424083
LINC00540	150.8531782	206.3160793	200.7073401	255.7882343	155.8195122	161.8110539	187.1056912	117.3732172	270.4467976	228.2370803	113.2017511	177.0567737	163.3992097	162.8362477	140.8378433	84.44362864	140.6688685	147.4003616	125.5946191	123.0808903	114.1774133	134.3369909	131.7536178	197.7498469	155.2490373	177.8411487	150.2241582	168.4083271	140.3243864
RXFP2	423.3850993	466.4979331	316.0563862	450.3453082	436.0922711	496.6354655	585.9744128	430.8056071	471.9561762	537.4187064	406.1945187	457.7954419	434.8080664	360.9776996	430.8683171	460.7145033	374.4118756	392.4861701	386.731946	354.2889179	353.0179208	372.2075861	308.3798446	267.4197218	445.3196069	418.0098028	475.0678506	477.3428078	428.4771372
SERTM1	39.84800934	77.24148783	49.98458662	90.85914113	64.75616091	53.52211783	94.27806146	55.73588524	100.7546893	17.250477	42.1732014	74.96998527	34.61847663	34.58468978	45.3545597	43.46363239	43.36408729	41.86519147	64.66257618	37.95952692	20.97136163	45.34943003	39.1441908	47.85405548	31.86690765	36.56546983	71.90216118	56.87963364	51.7774474
LINC00547	11.38514553	34.55540245	29.22175833	46.41716993	27.31900538	14.93640498	39.1616563	8.524311861	49.49353159	15.92351723	17.75713743	20.7363789	19.38634691	18.73337363	17.90311567	11.17636261	11.63426732	24.42136169	18.65266621	12.65317564	19.80628599	9.412145856	27.68735447	26.74197218	14.70780353	27.42410237	28.24727761	27.88217335	28.51511596
POSTN	68.31087316	72.159811	69.20942763	88.88394241	77.9097561	62.23502074	91.37719803	38.03154523	92.80037173	78.29062637	48.0922472	62.20913671	62.31325793	47.55394845	46.54810074	49.67272273	48.65239061	75.88065955	79.58470915	42.5606817	37.28242068	65.02937137	63.01259982	57.70636102	50.66021216	73.13093966	87.30976714	61.34078138	54.77903856
LINC00437	187.8549012	327.2599879	222.239162	458.2461031	238.7883434	169.2792564	349.5540433	141.6347202	417.1597663	290.6041894	196.8082732	189.8176223	180.0160785	164.2772765	241.095291	144.0508959	175.5716705	218.9200637	149.2213297	129.9826225	198.0628599	220.7576028	253.959872	277.9757634	173.2252416	201.9411175	278.6208746	267.6688642	201.8570051
LOC101929140	419.1156697	479.7102928	430.6364386	507.6260711	385.5015204	314.9092049	504.7502367	394.0854945	435.7198406	477.7055168	312.9695472	441.8443813	495.7365853	373.9469583	395.0620858	322.8726978	360.6622869	390.7417871	391.7059903	310.5779475	342.53224	331.1364042	346.569299	364.535305	348.9017838	441.2787381	526.4265372	362.4682536	411.9683859
SIAH3	414.8462401	465.4815977	386.8038011	523.4276609	512.9902122	485.4331618	541.0110296	457.6899753	553.2669781	549.3613443	467.604619	465.7709723	400.1895898	433.749651	498.9001567	420.9763252	395.5650889	448.3064254	427.7678117	372.693537	411.2717031	474.8855409	442.9976715	389.1660688	441.2341059	403.8822349	453.2404089	513.0319897	471.2498112
LRRC63	177.8928989	316.0802989	226.8531239	308.1310004	260.0364587	204.130868	290.086343	201.3049032	295.1935634	266.7189136	217.5249335	271.1680318	227.0972067	165.7183052	218.4180112	207.3836174	195.6672231	253.8077233	193.9877286	163.3409946	233.0151292	248.1383907	223.4083085	239.9740135	219.7999528	225.2100528	276.0529402	281.0523074	225.1193365
CYSLTR2	267.5509199	382.1420977	284.5276469	372.3249588	348.0643649	278.8128929	417.7243339	313.43239	395.9482527	392.7800916	284.8540796	352.5184414	257.5614661	254.3415728	336.5785746	244.6381595	227.3970431	293.9285318	308.390748	224.3062954	238.8405075	248.9940404	258.7335538	229.4179718	326.8400785	326.5961282	354.3749372	294.4357506	371.4469053
DLEU1	2757.339932	3045.957092	2790.677921	2949.959289	2879.625531	2808.044136	3473.783957	2681.879655	3054.45795	3055.988348	2706.483697	2775.484561	2874.718299	2482.892521	2579.242198	2606.576125	2561.654132	2808.456595	2658.62669	2289.074502	2713.46118	2731.233597	2673.261811	2567.933065	2968.525013	2765.679172	3032.730441	2794.909057	2952.815298
LINC02338	61.9067288	70.12714027	66.13345306	137.2763111	62.73253088	65.96912198	71.07115402	43.9329919	119.3147637	63.69406891	37.73391704	86.13572775	42.92691102	37.46674726	38.19331343	39.73817819	39.13344462	52.33148934	39.79235458	47.16183648	47.76810149	33.37033531	44.87260897	65.44745823	31.86690765	52.35510453	65.48232536	57.99492058	48.77585625
LINC00448	143.0258907	202.2507379	195.3243846	311.0937984	168.9731074	121.9806406	294.4376381	97.70172825	302.2640679	172.50477	141.3172187	215.3393194	127.395994	97.98995438	120.5476455	80.71817444	106.8237272	184.9045957	98.23737536	89.72251818	137.4789263	119.7909473	267.3261811	223.0843469	92.33232217	138.7825787	210.5706149	242.0172647	125.3164307
LINC00376	148.0068918	302.8679391	199.1693528	348.6225741	183.1385176	161.8110539	311.8428187	106.2260401	334.0813382	171.1778102	175.3517321	178.6518798	157.8602534	124.6489861	167.0957463	105.5545358	106.8237272	207.5815744	84.55875347	95.47396165	129.3233967	136.9039397	230.091463	208.3058885	120.930829	147.0929127	220.8423522	201.8669351	122.3148395
LINC00395	80.40759028	144.319622	109.1970969	176.7802855	87.01609123	58.50091949	127.6379909	58.35875043	165.273043	140.6577355	76.94759553	79.75530348	95.54699549	43.9513766	79.96724999	52.15635887	52.88303328	97.68544677	67.14959835	58.66472342	62.91408489	53.05027664	102.1567906	99.2267915	60.46541452	71.46887284	86.02579998	110.4134065	66.78540317
LINC01052	14.9430035	31.50639635	10.76591096	46.41716993	24.28356034	8.712902903	33.35992944	6.55716297	30.93345724	43.78967237	18.49701816	15.9510607	16.61686878	15.85131615	14.32249254	3.725454205	7.403624659	19.18821276	9.948088644	11.50288695	16.31105905	11.1234451	12.41157269	19.00087497	8.988102158	18.28273491	33.38314626	21.19045175	16.50875135
CLN5	140.1796043	132.1235976	139.9568425	119.4995226	131.5359519	150.6087502	194.3578498	119.9960824	137.874838	128.7150976	126.5196042	140.3693341	112.1638643	128.9720723	105.0316119	127.907261	138.5535472	102.9185957	126.8381302	105.8265599	129.3233967	130.0587427	118.3873088	117.5239304	130.7360314	111.3584763	129.6806836	158.3707447	152.3307511
SCEL	379.2676604	536.6250733	418.3325403	616.2620007	459.3640165	390.8359302	619.3343422	447.1985146	595.6900052	565.2848616	361.8016751	413.132472	495.7365853	358.0956421	568.1255373	447.0545046	349.0280196	457.0283403	405.3846122	371.5432483	344.8623913	445.7934537	389.5324353	346.9419022	382.4028918	454.5752726	643.2675491	507.455555	466.7474244
EDNRB-AS1	292.4559257	400.4361343	290.679596	392.076946	386.5133354	324.8668083	485.8946245	314.0881063	466.6532979	326.4321032	329.9868039	336.5673807	344.8000272	233.446656	384.3202164	296.7945183	320.4711817	348.0044041	295.9556372	261.1155337	326.2211809	296.0547696	305.5156355	218.8619302	299.875772	333.2443955	364.6466745	350.2000973	375.949292
LINC00331	73.29187433	131.1072622	81.51332587	163.9414938	159.8667723	114.5124382	166.7996472	86.5545512	175.8787998	127.3881378	82.12676061	133.9889098	139.8586456	84.30018134	84.74141417	73.26726603	77.20922858	154.3778936	100.7243975	88.57222948	85.05052217	60.75112325	95.4736361	99.93052761	63.7338153	81.44127371	110.4211761	119.335702	94.55012135
LINC00382	244.0690572	294.7372562	209.9352638	323.9325901	246.8828635	246.4506821	340.851453	243.9264625	306.6831332	302.5468273	236.7618324	228.1001679	274.1783349	193.0978513	242.2888321	254.572704	249.6079171	241.5970425	237.5106164	224.3062954	220.1992971	240.4375441	207.1777903	154.8219442	249.2155598	217.7307522	296.5964149	214.1350914	278.3975795
LINC01080	76.13816071	83.33950003	72.28540219	72.09475329	69.81523598	70.94792364	97.17892489	55.73588524	110.476633	79.61758614	77.68747625	79.75530348	76.16064858	53.31806341	77.5801679	59.60726728	48.65239061	51.45929785	77.09768699	59.81501212	65.24423619	78.71976534	60.14839074	72.48481932	72.72191746	58.17233836	95.01357013	54.64905977	85.54534789
LINC00333	555.737416	1125.08325	688.2493081	1354.986322	730.5304403	516.5506721	948.5823415	533.7530658	1217.894402	757.6940281	610.4015991	856.5719593	653.5968387	484.1856569	835.4787313	452.0217769	669.4992013	893.1240848	484.9693214	389.9478675	574.3822936	523.6575694	771.4269797	764.9611515	469.0155126	563.4406487	837.1465909	881.076678	580.0574905
MIR4500HG	365.0362284	527.478055	295.2935579	586.6340199	314.6744694	260.1423867	469.9398756	221.6321084	638.1130323	428.6080054	282.6344374	421.1080024	336.4915928	236.3287135	374.771888	327.83997	202.0131871	423.8850637	222.5884834	217.4045633	250.4912639	266.9626825	393.3513807	330.0522356	230.4222553	344.8788631	326.1276596	545.3753108	309.1638889
LINC00440	53.36786966	92.48651832	60.75049758	133.3259136	51.60256573	42.3198141	73.97201745	31.47438226	98.10325012	51.75143099	62.149981	63.80424278	51.23534541	38.907776	78.77370895	32.28726978	34.90280196	62.79778721	23.62671053	21.8554852	39.61257197	38.50423305	57.28418166	54.18768047	40.03790961	39.88960345	51.35868656	46.84205123	38.27028721
HS6ST3	1076.607824	1812.125958	1485.695713	2370.238464	1290.064143	1095.336365	1955.181952	863.5783631	2053.097748	1634.814435	1086.884787	1312.772295	1334.888459	991.4277737	1333.185347	1013.323544	1363.324598	1327.475446	836.8829572	873.0691192	1187.212083	1135.44705	1278.391987	1957.793858	897.1760154	1263.170776	1499.673647	1359.534773	1019.040197
LINC00359	91.08116421	119.9275732	91.51024319	152.0903015	124.4532468	88.37372945	142.142308	79.34167194	136.1072119	120.753339	81.38687989	111.6574249	99.70121269	84.30018134	114.5799403	57.12363114	76.15156792	99.42982975	70.88013159	69.01732167	75.729917	79.57541496	83.0620634	95.00437484	58.83121412	91.41367457	97.58150446	97.02996327	68.28619875
LINC00456	25.61657744	39.63707928	27.68377105	43.45437185	45.53167564	41.07511369	49.3146783	25.57293558	50.37734465	37.15487353	34.77439413	43.06786388	52.62008447	28.10006045	29.83852612	40.97999625	35.96046263	33.14327658	32.33128809	37.95952692	38.44749632	29.94773681	22.91367266	31.66812495	20.4275049	34.90340302	52.64265372	64.68664218	37.51988942
NALCN	505.2158327	841.5256832	642.8786833	1065.61971	607.0890085	519.040073	915.222412	420.3141464	962.4724268	536.0917466	497.199848	669.9445492	524.8161057	446.7189097	593.1898992	383.7217831	451.6211042	599.195553	379.2708795	351.9883405	483.5063932	421.8352643	563.294453	782.5545543	459.2103102	561.7785819	688.2063998	623.4453962	510.2704962
CCDC168	113.8514553	199.2017318	126.8839506	161.9662951	122.4296167	139.4064465	205.9613035	127.2089616	167.9244822	123.4072585	133.1785307	121.2280613	124.6265159	140.5003022	124.1282686	125.4236249	135.3805652	127.3399574	115.6465305	106.9768486	102.5266569	106.9562029	97.38310882	106.2641526	103.7717249	134.6274116	116.8410119	180.6764833	109.5580771
SLC10A2	50.52158327	75.2088171	57.67452302	92.83433985	48.56712068	56.01151866	62.36856374	35.40868004	68.05360594	25.21223561	30.33510978	51.04339422	59.5437798	36.74623289	54.90288806	38.49636012	42.30642662	40.99299998	43.52288782	32.20808345	47.76810149	28.23643757	37.23471808	31.66812495	40.03790961	43.21373707	34.66711343	57.99492058	45.7742651
ABHD13	152.2763214	195.1363903	160.7196708	145.1771059	166.9494774	151.8534506	200.1595766	158.6833439	160.8539777	164.5430113	159.0743561	199.3882587	156.4755144	132.5746442	174.2569925	150.2599863	157.5914392	145.6559787	135.5427078	115.0288695	114.1774133	141.1821878	151.8030814	152.7107359	165.8713398	144.5998125	191.3111074	161.7166055	156.08274
LINC00346	67.59930156	99.60086589	78.43735131	67.15675649	80.94520114	105.7995353	65.26942717	101.636026	91.91655867	70.32886775	90.2654486	82.94551561	90.00803923	94.38738253	93.09620149	115.4890804	120.5733159	68.03093614	85.80226455	116.1791582	104.8568082	119.7909473	77.33364524	95.70811095	94.78362276	99.72400862	62.91439103	66.91721605	79.54216558
MCF2L	2286.279536	1653.577641	2450.782732	1911.004762	2346.399018	2140.884713	1280.731204	2259.598359	1852.472182	1483.541022	2134.555895	1768.972631	2264.048371	2968.519206	2083.922664	2230.305251	2183.011614	2172.628999	2688.470956	2796.351816	2762.394357	2314.532231	1863.645377	2560.895704	1895.672455	2300.300466	1597.255152	1659.546958	2123.625741
F10	269.6856347	249.0021647	278.3756978	215.2966605	198.3157428	210.3543701	181.3039643	241.9593136	208.5798831	250.7953963	204.2070804	186.6274101	228.4819457	335.0391823	217.2244701	242.1545233	206.2438298	249.4467659	239.9976385	287.5721736	287.7736846	265.2513832	270.1903902	365.2390411	236.9590569	240.1686541	169.4836656	210.7892306	220.6169498
LOC105370401	874.5214908	911.6528235	775.914583	926.3681998	794.2747862	927.301809	1148.741918	811.1210594	1011.082145	958.0649532	767.2563131	874.1181261	944.3920424	767.3478045	905.8976529	766.2017481	768.9193038	851.2588933	819.473802	708.5778359	706.0358416	817.1453902	737.0564707	623.5101934	799.941092	959.843583	960.4074386	882.1919649	961.259567
IPO4	128.0828872	111.7968903	135.3428807	92.83433985	111.2996516	145.6299485	89.92676632	121.3075149	89.26511948	98.1950229	129.4791271	127.6084856	90.00803923	149.1464747	130.0959739	134.1163514	121.6309765	115.1292766	152.9518629	149.5375303	174.7613469	166.8516765	131.7536178	114.0052498	139.7241335	127.148111	79.60596416	114.8745542	135.8219997
NOVA1	199.2400467	299.818933	223.0081557	435.5313178	252.9537536	154.3428514	346.6531798	128.5203942	411.8568879	205.6787642	201.9874383	253.6218651	186.9397738	181.5696214	196.9342724	146.5345321	145.9571718	243.3414254	124.351108	126.5317564	205.0533137	161.7177788	270.1903902	307.53268	138.9070333	182.8273491	187.4592059	259.8618557	175.5930825
LINC02588	250.4732016	408.5668172	271.454755	499.7252762	251.9419385	191.6838639	332.1488627	180.977698	438.3712798	282.6424308	212.3457684	303.0701532	202.1719035	169.3208771	211.2567649	156.4690766	160.7644212	283.4622339	134.2991967	159.8901285	194.5676329	156.5838811	316.9724718	349.7568466	165.8713398	230.1962532	288.8926119	264.3230034	203.3578007
MIR4307HG	61.19515721	73.17614637	62.28848486	109.623529	47.55530567	32.36221078	78.3233126	36.06439633	93.6841848	42.46271261	41.43332067	60.61403064	47.08112821	36.02571852	44.16101865	23.5945433	13.74958865	68.03093614	21.13968837	26.45663998	40.77764762	34.22598493	59.19365438	99.93052761	38.40370922	42.38270366	78.321997	66.91721605	46.52466289
LOC728755	377.1329456	743.957488	456.7822223	968.8349723	529.1792525	395.8147319	765.8279454	353.4310841	859.0662983	603.7666949	428.3909405	700.2515645	501.2755416	327.1135242	478.6099589	355.1599675	395.5650889	578.2629572	445.1769668	305.9767928	337.8719374	479.163789	480.2323896	568.6187768	354.6214851	422.9960032	582.9210924	556.5281801	459.9938443
LINC00871	518.0241215	923.8488479	626.7298168	1184.131633	654.6443142	461.7838539	1029.806517	371.1354241	1107.417769	587.8431776	587.4652966	642.827746	513.7381931	444.5573666	612.2865559	375.0290566	370.1812329	686.4147019	349.4266136	369.242671	478.8460906	498.8437304	790.5217069	786.7769709	438.7828053	516.902778	685.6384655	816.3900358	468.24822
MDGA2	1672.193249	2846.755361	1857.119641	3043.781228	2112.66975	2035.085178	2957.430266	2076.653513	3057.993202	2630.034262	2997.996703	2244.31424	2117.26603	2006.632522	2356.050022	2555.661585	1920.711769	2154.312978	1707.340713	1582.797244	1930.530346	1904.676061	2141.473658	2215.361274	1966.760172	1918.856133	2412.574301	3125.03399	1846.728957
LINC02322	8.538859145	13.21235976	9.227923683	12.83879168	8.094520114	13.69170456	10.153022	17.70434002	20.32770047	11.94263792	18.49701816	14.35595463	13.84739065	16.57183052	20.29019776	14.90181682	17.98023131	18.31602127	21.13968837	17.25433042	13.98090775	14.5460436	23.86840902	20.40834719	20.4275049	22.43790194	17.97554029	13.38344321	9.004773462
C14orf39	76.13816071	177.8586891	91.51024319	138.2639104	77.9097561	90.86313028	113.1336738	62.29304821	159.0863515	80.9445459	79.16723771	110.0623188	87.2385611	56.2001209	102.6445298	52.15635887	64.5173006	81.11380848	63.4190651	36.80923823	69.90453877	65.88502099	128.8894087	95.70811095	52.29441255	96.399875	80.88993133	99.26053714	72.03818769
SYT16	567.1225615	941.1265491	645.1856642	1091.297293	762.9085207	649.7336165	1063.166447	506.8686976	1064.994742	680.7303615	603.0027919	748.1047466	627.2867965	574.2499532	732.8342014	540.1908597	607.097222	709.9638721	550.8754086	522.2310673	540.5950998	680.2414505	793.385916	782.5545543	643.8749546	680.6163588	823.0229521	844.2722092	643.8413025
LINC00643	35.57857977	75.2088171	33.06672653	56.29316353	32.37808046	24.8940083	42.06251973	23.60578669	49.49353159	55.7323103	34.77439413	39.87765174	30.46425943	24.4974886	50.12872388	27.3199975	34.90280196	33.14327658	24.87022161	34.50866084	29.12689115	36.7929338	40.09892716	31.66812495	24.51300589	28.25513578	41.08694924	59.11020751	30.01591154
LINC00644	14.23143191	28.45739025	20.76282829	17.77678848	19.22448527	2.48940083	8.702590289	5.901446673	16.79244822	11.94263792	9.618449441	19.14127283	13.84739065	9.366686816	16.70957463	6.209090342	7.403624659	10.46629787	6.217555402	6.901732167	11.65075646	6.845196986	11.45683633	7.037361099	8.171001962	9.972400862	15.40760597	7.807008539	5.252784519
LINC02301	81.11916188	142.2869513	93.04823047	183.693481	96.12242635	84.6396282	149.3944666	50.49015487	154.6672862	87.57934475	96.18449441	110.0623188	88.62330016	69.88989393	97.87036566	70.78362989	48.65239061	81.98599997	54.71448754	51.76299126	76.89499265	59.03982401	192.8567449	111.8940415	67.81931628	71.46887284	101.4334059	122.6815628	66.78540317
LINC02328	587.0465662	698.2223966	529.0676245	801.9306804	539.2974026	491.6566638	584.5239811	437.3627701	793.6641316	448.5124019	364.0213173	527.980109	592.6683199	474.8189701	489.3518283	370.0617844	450.5634435	558.202553	443.9334557	360.0403614	445.0588968	423.5465635	623.4428437	573.5449296	446.1367071	548.4820474	739.5650864	531.9918676	479.5041868
LINC01148	19.21243308	33.53906708	31.52873925	52.34276609	22.25993031	54.76681825	18.85561229	19.01577261	40.65540095	75.63670683	33.29463268	43.06786388	33.23373756	17.29234489	36.99977239	22.35272523	17.98023131	34.01546807	19.89617729	14.95375303	18.64121034	27.38078794	27.68735447	30.26065273	24.51300589	29.91720259	24.39537611	56.87963364	27.01432039
LINC02330	29.17443541	37.60440855	51.5225739	56.29316353	27.31900538	42.3198141	50.76511002	16.39290742	42.42302708	33.17399422	19.23689888	35.09233353	31.8489985	14.41028741	34.6126903	9.934544546	15.86490998	34.88765956	21.13968837	21.8554852	30.2919668	17.11299247	31.50629991	41.52043049	16.34200392	40.72063685	51.35868656	24.53631255	24.01272923
MOAP1	34.15543658	23.37571342	30.75974561	26.66518272	32.37808046	41.07511369	33.35992944	38.68726152	32.70108337	18.57743677	34.03451341	33.49722746	36.00321569	36.02571852	35.80623134	54.63999501	35.96046263	47.09834041	41.03586566	65.56645559	44.27287456	39.35988267	34.37050899	37.29801383	42.4892102	26.59306897	21.82744179	35.68918189	30.76630933
UNC79	939.274506	1344.611689	1018.916573	1546.580598	1108.949256	934.7700115	1208.209618	926.5271277	1640.357047	1328.286729	952.2264947	1122.954673	1028.861125	872.5429026	1082.541728	812.1490167	912.7611543	1139.954276	895.3279779	751.1385176	907.5939284	1015.656103	1214.424651	1076.012512	893.0905144	1062.060692	1144.014743	1217.893332	1013.787412
CLMN	2118.34864	1790.782915	1904.028253	1667.06772	1805.077985	1991.520664	1618.681794	1963.214593	1819.771099	1624.198757	2100.521382	1879.03495	1856.935086	2153.617453	1792.698649	2012.987089	2231.664004	1900.505255	1999.565817	2146.438704	2221.799257	2346.191267	2377.293539	2250.54808	2034.579488	1923.0113	1943.926286	1897.103075	1958.538228
LINC02299	329.4576487	344.5376891	356.0440554	377.2629556	380.4424454	286.2810954	391.616563	376.3811545	334.9651513	390.1261721	286.3338411	411.5373659	407.1132851	264.428774	358.0623134	260.7817943	303.548611	346.2600211	341.9655471	270.3178432	309.9101219	283.2200253	266.3714447	251.2337913	300.6928722	384.7684666	431.4129671	311.1650546	378.2004854
LINC02325	444.7322471	625.0462502	489.8489489	639.9643854	488.7066519	455.5603518	480.0928976	436.7070538	647.834976	467.0898387	305.5707399	446.6296995	430.6538492	420.059878	432.0618582	337.7745146	396.6227496	419.5241062	374.2968352	314.0288136	382.144812	346.5380974	394.3061171	383.5361799	482.9062159	473.6890409	484.0556208	510.8014158	485.5073691
CCDC85C	1452.317626	1051.907104	1587.971867	1160.429248	1285.005068	1572.056624	990.6448612	1201.272256	1202.86958	1255.303941	1325.866261	1197.924658	1193.645074	1755.173006	1298.572657	1244.301704	1747.255419	1330.092021	1372.836233	1524.13252	1655.572493	1877.295273	1715.661241	1908.53233	1357.203426	1337.132749	998.9264535	1301.539852	1311.695334
AMN	118.1208848	79.27415856	107.6591096	93.82193921	114.3350966	117.001839	78.3233126	119.3403661	99.87087625	76.9636666	109.5023475	71.77977313	113.5486033	152.0285322	107.418694	116.7308984	112.1120305	98.55763826	113.1595083	127.6820451	161.9455148	130.0587427	129.8441451	152.0069997	127.4676306	124.6550108	75.75406267	82.53123313	126.8172263
CDC42BPB	2880.441818	2606.900214	2865.270304	2443.320817	3008.126037	3442.841347	2058.162603	2983.509151	2312.054976	2427.009417	3513.693569	2470.819302	2827.637171	3353.994394	2683.080268	3387.67969	3186.731585	3134.656212	3294.060852	3778.698362	3264.541961	3499.606959	2717.179683	3076.734273	3017.551024	2996.706459	2168.62054	2672.227494	2996.338369
COA8	557.8721308	421.779177	511.3807708	420.7173274	496.801172	575.0515916	413.3730387	507.5244139	398.5996919	408.7036088	517.1766276	481.722033	491.5823681	530.2985767	545.4482574	519.0799526	510.8501014	539.0143402	482.4822992	598.1501212	499.8174522	539.9149123	478.3229168	541.1730685	524.5783259	545.1579138	457.0923103	440.538339	487.0081647
