Geneid	A01	A04	A05	A14	A15	A16	A19	A20	A25	A26	A30	A31	A33	A36	A38	A41	A43	A50	A51	A57
C3orf35	306.9637559	244.3027436	328.2886759	305.7453077	334.3167912	348.022323	262.385697	270.5668136	288.8673212	271.1737406	313.2643575	296.8436004	342.3486632	281.042555	287.8466912	336.9397627	297.3808582	299.3868301	328.4600736	350.0026999
SLC22A14	258.4634825	287.6602271	277.3831534	273.9795614	279.3304769	288.4786807	313.6966777	317.7298362	277.5834414	263.0486847	285.6513898	261.7892053	308.8383443	309.3765456	287.8466912	226.3154296	312.3622616	255.8193437	268.8690451	295.5010629
SCN10A	281.7927279	215.119822	296.0831413	212.8304999	246.3386883	294.6383678	226.2347787	248.2264345	223.4208187	254.9236288	321.8338992	235.6848686	271.7052882	279.510988	290.505783	186.6257834	294.3845775	233.4770429	276.6726322	292.9462987
SCN11A	918.4355577	657.0326346	1123.03816	918.8242104	806.0993684	710.4172492	1028.551932	1010.281588	961.3865532	803.3649019	975.9755818	959.8937529	885.7592397	1123.404437	947.9662392	727.9250012	1077.162907	837.8362784	1033.620577	946.9659422
CSRNP1	257.849555	232.6295749	251.410948	246.9786771	241.9397831	275.1326919	256.5549037	253.1909632	240.3466383	296.5645403	279.938362	292.3685712	300.6871857	275.6820703	232.6705356	290.494432	246.4440865	272.5760692	259.646624	236.7414855
CX3CR1	253.5520624	157.5877766	268.0331595	292.2448655	166.0586693	164.2583235	228.567096	258.1554919	266.2995617	214.2983493	182.8168895	218.5305902	301.59287	278.7452045	251.9489514	205.2039156	216.4812796	213.3689722	264.6125431	247.8121306
GASK1A	788.2829252	433.574835	775.0106084	750.4657553	971.0583114	590.3033501	811.6464226	853.8989347	860.9600236	662.1920556	647.4764835	699.5962239	658.4324818	798.7122205	749.8638975	654.4569326	749.0701718	818.8453228	766.170366	749.3975082
SNRK-AS1	4.297492583	3.335191038	11.42777036	14.29458581	6.598357722	11.29275974	5.830793266	7.446793035	7.898715813	7.10942391	5.713027796	4.475029151	4.528421471	5.360484701	5.31818367	0.844460558	7.490701718	1.117115038	9.222421073	8.515880775
CCR3	127.0829949	139.2442259	153.7554558	131.827847	96.77591326	104.7146812	149.2683076	129.0777459	134.2781688	162.5011179	156.1560931	155.1343439	157.5890672	143.9673034	132.9545918	118.2244782	146.0686835	153.0447602	139.7551501	143.9183851
SMARCC1	2083.056048	2400.50375	1934.409856	2025.066324	2157.662975	2371.479546	2038.445326	2001.946194	2017.557696	2465.954465	2500.401832	2497.066266	1922.767756	2056.128775	1923.852943	3480.02196	2044.961569	2073.36551	2023.2573	2007.193099
MAP4	2426.241527	2940.804698	2432.037311	2288.722018	2577.758417	2735.927701	2176.052047	2225.349985	2454.243842	2578.689615	2857.466069	2650.708934	2203.529888	2327.216144	2228.318958	2997.834982	2296.649147	2635.274374	2370.162216	2423.619669
IP6K2	671.0227704	679.5451741	532.9496543	624.9910576	591.6527424	782.2802658	636.7226246	583.3321211	573.2210904	660.1607917	837.9107434	830.1179075	607.7141614	555.1930583	616.2445328	990.5522348	492.1391029	607.7105806	574.6277745	625.0656489
INKA1	20.25960789	50.02786558	11.42777036	10.32386753	20.89479945	23.61213401	9.329269226	11.17018955	16.9258196	23.3595357	31.42165288	21.62930756	9.056842941	3.828917644	16.61932397	12.66690837	11.98512275	6.702690227	9.222421073	13.62540924
SEMA3F-AS1	510.1737623	559.4782967	510.0941136	428.0434308	454.1869565	447.6039316	468.7957786	433.1551282	499.8758722	548.4412731	559.876724	515.3741906	469.1444644	459.4701172	479.9660762	476.2757548	450.9402434	512.7558024	475.3093937	452.1932692
SEMA3F	523.6801676	963.0364124	521.5218839	505.8695091	517.9710812	517.4137191	469.9619372	456.7366395	490.8487684	526.0973694	740.7892708	619.0456992	518.9571005	451.812282	505.8922216	640.9455637	477.9067696	614.4132708	410.7524462	545.0163696
NT5DC2	225.9253243	280.989845	230.6331837	245.3903898	188.0531951	246.3874853	255.3887451	232.0917163	217.7788788	227.5015651	250.4210517	287.8935421	272.6109725	247.3480798	243.9716759	244.0491013	220.9757007	240.1797331	241.2017819	228.2256048
WNT5A	93.31698179	351.8626546	37.39997574	96.09138242	153.9616802	277.1859209	54.8094567	91.84378077	94.78458975	243.7516769	187.577746	164.0844022	111.3991682	73.51521876	76.44889026	297.2501165	90.63749079	103.8916985	77.32645361	111.5580382
FLNB	2058.498947	3910.511493	2008.17092	2036.978479	2504.076756	3122.961376	1826.204451	2003.187327	2148.450701	2967.676667	3003.148278	3210.087578	2113.867143	1674.002794	1892.608614	3877.762883	1773.049097	2084.536661	1777.089599	2046.36615
MAGI1	2369.760196	7311.572554	1486.649036	2239.485111	4779.410443	5513.946598	1369.070259	2085.10205	2694.59048	3894.948671	4810.369404	2873.714553	2148.283146	1569.09045	1791.563124	5992.292121	2271.929831	2912.318904	1586.256424	2823.014477
LRIG1	1454.394275	3138.414767	1181.2159	1397.692835	1867.335235	2389.958607	1091.524499	1220.032926	1393.559147	2043.451558	2223.319984	1329.083658	1565.928145	997.815938	1233.818611	3014.724193	1201.508556	1331.601125	1079.732682	1634.197521
PDZRN3	511.4016173	3170.93288	353.2219931	421.6902815	549.8631435	1566.613761	355.6783892	402.1268239	478.4365007	1664.620827	1896.725228	648.1333887	700.9996437	383.6575479	555.0854206	1933.814678	447.1948926	518.3413776	353.2896688	725.553042
DCBLD2	769.2511723	611.1737578	746.9606266	657.5509475	877.581577	622.1284003	735.8461102	778.1898722	714.2695871	690.6297513	660.8068817	636.9458158	766.2089128	718.30495	756.5116271	637.5677215	736.3359789	704.8995889	706.5793376	656.5744078
ZPLD1	104.9816045	345.1922725	82.07216898	78.62022198	111.072355	278.2125355	71.13567785	83.15585556	78.98715813	172.6574378	255.1819082	199.1387972	76.983165	91.12823992	94.39776015	244.8935619	104.1207539	112.8286188	84.42062366	87.71357198
LOC101929579	11.66462272	6.670382077	13.50554679	3.176574625	2.199452574	8.212916176	12.82774519	11.17018955	9.027103786	16.25011179	9.521712993	15.66260203	13.58526441	7.657835287	12.63068622	38.84518568	15.73047361	13.40538045	4.965919039	7.664292698
BTLA	302.0523358	216.7874175	284.6553709	325.5988991	208.9479945	260.7600886	328.8567402	305.3185144	280.9686053	229.5328291	267.5601351	272.23094	339.6316103	311.6738962	297.1535126	210.270679	346.8194895	245.7653083	327.7506566	338.0804668
ATG3	182.336471	177.5989228	155.8332322	234.2723786	184.7540162	213.5358206	188.9177018	182.4464294	188.4407915	183.8293897	218.9993988	158.1176967	202.8732819	180.7249128	192.784158	194.2259284	190.2638236	201.0807068	166.7129963	183.9430247
LINC02042	93.31698179	30.85051711	98.69438042	74.6495037	73.68166123	60.5702568	118.9481826	106.7373668	92.52781381	51.79723135	79.98238914	90.9922594	94.19116659	120.9937975	97.72162494	54.88993628	91.38656096	53.62152182	90.09595971	115.8159785
CD200R1	172.5136308	111.7288998	196.3498726	208.8597816	157.260859	186.843843	198.246971	153.9003894	220.0356548	173.6730698	222.808084	181.2386806	248.1574966	199.1037175	208.0739361	136.8026104	235.9571041	153.0447602	202.1838466	250.3668948
TIGIT	87.17770668	40.85609022	96.61660399	111.1801119	79.18029266	96.50176507	85.12958168	107.978499	91.39942584	98.51630276	95.21712993	92.48393579	76.07748071	106.4439105	97.05685198	80.22375303	89.88842061	86.01785792	100.7372148	83.4556316
COX17	81.03843156	63.36862973	65.44995754	86.56165854	57.18576692	63.65010036	89.7942163	75.70906253	97.0413657	50.78159936	70.46067615	65.63376088	85.13432365	90.36245639	91.73866831	68.40130522	65.16910495	58.08998197	104.9937168	83.4556316
FSTL1	375.1097097	752.0855792	371.921981	334.3344793	477.2812086	698.097875	295.0381393	390.9566344	366.7260913	607.3479283	579.8723213	360.2398467	407.5579324	354.5577738	355.6535329	556.4995079	361.0518228	345.1885467	354.7085028	368.7376376
CASR	823.2767933	860.4792879	861.2383302	903.7354809	721.4204443	681.6720426	895.6098457	831.5585556	868.8587394	694.6922792	774.1152663	716.7505024	874.8910281	879.8852745	844.2616577	662.9015382	871.1686098	730.5932348	893.15601	851.5880775
ITGB5	2226.715085	3195.113015	2188.937469	2196.601354	2276.433414	2142.544507	2619.192335	2569.143597	2379.770236	1999.779383	2309.015401	2036.884102	2220.737889	2528.617212	2262.222379	2217.553426	2324.364743	2576.067277	2505.660864	2061.694736
ALG1L	82.26628658	220.1226085	77.91661612	87.3558022	98.97536583	87.26223437	83.96342303	88.12038425	97.0413657	87.3443509	119.0214124	103.6715087	69.73769065	79.64148699	69.13638771	139.3359921	67.41631546	91.60343311	87.25829169	88.56516006
PLXNA1	652.6049451	1695.110845	681.510669	583.6955874	600.4505527	672.4325119	588.9101199	629.2540115	522.4436316	673.3640075	872.1889101	826.3887166	646.658586	581.9954818	552.4263287	878.2389806	567.7951902	825.548013	502.26724	553.5322504
C3orf56	36.83565071	147.5822035	14.54443501	13.50044216	36.29096747	16.42583235	23.32317306	27.3049078	13.54065568	35.54711955	66.65199095	42.51277694	41.66147753	19.14458822	11.3011403	65.86792354	16.47954378	30.16210602	14.18834011	36.61828733
RUVBL1	833.0996335	1594.221316	863.3161067	808.4382422	965.55968	956.8047345	819.8095332	930.8491294	893.6832748	958.7565959	957.8843271	1037.460925	808.7760747	828.5777781	821.6593771	1058.109079	838.2095222	842.3047386	827.8896455	848.1817252
EEFSEC	3073.321124	6517.797087	3391.970022	2969.303131	3342.068186	3553.112861	2944.550599	3334.922148	2875.132556	4023.933933	3546.83809	3858.966805	3095.628917	2926.058863	3020.728325	3969.809084	2995.531617	2781.616444	3019.278776	3063.162315
GATA2	161.4629356	425.2368574	154.794344	134.2102779	89.07782925	224.8285803	171.425322	170.0351076	143.3052726	202.1107654	214.2385423	267.0100727	179.3254902	181.4906963	157.5511912	181.55902	138.5779818	135.1709196	171.6789154	157.5437943
GATA2-AS1	158.393298	360.2006322	147.5221265	146.9165764	76.98084009	145.7792621	244.8933172	176.2407685	135.4065568	182.8137577	215.1907136	229.7181631	155.7776986	212.887821	162.8693749	211.1151396	143.0724028	172.0357158	226.3040248	157.5437943
TMCC1	1930.802025	4549.200576	1765.071077	1927.386654	2345.71617	3067.524192	1757.40109	1980.846947	2057.051275	2258.765539	2711.78386	2176.355844	1930.918915	1791.167674	1972.381369	2872.854819	1954.324078	1876.753264	1918.263583	2182.620243
FAM86HP	179.2668334	245.9703391	141.2887972	174.7116044	174.8564796	151.9389493	136.4405624	147.6947285	171.5149719	184.8450217	174.2473478	205.1055028	147.6265399	152.3909222	138.9375484	173.958875	158.8028764	161.9816805	135.4986481	130.2929759
ACP3	270.7420327	1154.809897	277.3831534	223.1543674	221.0449837	468.136222	262.385697	265.6022849	223.4208187	494.6127778	421.8118856	311.7603642	343.2543475	224.3745739	270.5625942	432.3638058	231.4626831	274.8102993	255.390122	396.8400441
HPS3	290.3877131	277.654654	275.305377	319.2457499	312.3222655	306.9577421	256.5549037	268.0845493	332.8744521	289.4551163	282.7948759	282.6726747	278.0450783	268.0242351	266.5739565	235.6044957	298.8789985	187.6753264	281.6385512	302.3137675
WWTR1	1420.628262	2327.963345	1326.660251	1417.546427	1806.85029	2059.388731	1310.762326	1485.635211	1568.459283	1572.198316	2284.258947	1716.919518	1361.243494	1155.567345	1316.250458	1596.030455	1337.090257	1568.429513	1289.010699	1659.745163
CLRN1-AS1	845.9921113	555.3093079	864.3549949	749.6716116	720.320718	572.8509033	897.942163	915.9555433	767.3038218	717.0361829	712.2241319	752.5507356	820.5499705	821.6857263	801.0514153	481.3425182	859.183487	721.6563145	842.0779856	802.195969
AADACL2-AS1	882.827762	875.4876476	879.9383181	900.5589063	1028.244078	718.6301654	929.4284466	934.5725259	952.3594494	952.662804	995.971179	895.0058302	891.1933454	897.4982957	976.5514764	709.3468689	913.8656096	935.0252867	817.9578074	984.4358176
MBNL1	2788.458759	2218.735838	2772.792646	2863.682025	2817.498747	2711.288953	3064.664941	2981.199478	2887.544824	2731.034414	2862.226926	2488.116208	3192.537137	2997.276732	3156.342008	2115.373698	2925.119021	2595.058233	3268.993562	2938.830455
PPM1L	2105.771366	2175.378355	2253.348538	2073.509087	2070.784598	1628.210632	2313.658768	2463.647363	2299.65469	2128.764645	2128.102854	1933.212593	2062.243138	2488.030685	2227.654185	1716.788315	2394.777339	2185.077014	2414.855487	2294.178281
WDR49	518.15482	693.719736	591.1273943	491.5749233	420.0954416	487.6418979	511.9436488	574.6441959	433.3009817	556.566329	718.889331	511.6449996	576.0152111	535.2826866	493.9263084	306.5391826	641.204067	426.7379445	585.9784466	559.4933669
SKIL	455.5342138	624.514522	350.1053285	443.9263039	508.0735446	758.6681318	425.6479084	413.2970135	504.3894241	459.0656582	617.9591732	410.9568437	434.7284612	420.4151573	444.0683365	510.8986377	423.2246471	481.4765813	385.922851	470.0766188
PIK3CA	622.522497	642.0242749	627.4884819	699.6405613	725.8193494	761.7479753	696.196716	681.3815627	687.1882757	647.9732078	769.3544098	529.5451162	719.1133296	711.4128982	696.0172878	625.7452736	689.8936282	597.6565453	692.3909974	700.0053997
ABCC5	1008.682902	1409.118214	1132.388154	1078.447085	1087.629298	1765.776978	1040.213519	1149.288392	1088.894394	1067.429219	1244.487888	996.4398243	968.1765104	1088.944178	1013.778762	1088.50966	1000.75775	1061.259286	1022.269905	1031.273162
PLAAT1	103.139822	75.87559612	108.0443744	87.3558022	83.57919781	83.15577628	135.2744038	160.1060503	93.65620178	110.7038866	110.4518707	80.55052472	122.2673797	141.6699528	125.6420892	64.17900243	138.5779818	125.1168842	131.951563	109.0032739
ACAP2	1592.527966	1652.58716	1739.098872	1677.231402	1641.891346	1725.739011	1662.942239	1648.223525	1680.169692	1669.698987	1805.316783	1393.225742	1755.216162	1641.839886	1716.44378	1566.474336	1719.116044	1603.060079	1803.338028	1813.882605
MUC20	308.1916109	396.0539358	223.3609662	180.27061	224.3441625	285.3988371	251.8902691	292.9071927	279.8402174	417.4247467	350.3990381	270.7392636	225.5153892	206.7615528	276.5455509	282.0498264	246.4440865	285.9814497	237.6546969	190.7557294
WDR53	140.5894002	121.7344729	132.9776915	134.2102779	113.2718076	145.7792621	132.9420865	81.91472339	101.5549176	120.8602065	126.6387828	104.4173469	120.4560111	121.7595811	119.6591326	102.1797275	104.869824	145.2249549	94.35246174	119.2223309
LINC01063	7.981057654	7.504179837	6.23332929	10.32386753	15.39616802	12.31937426	3.49847596	12.41132173	7.898715813	10.15631987	12.37822689	5.966705535	9.056842941	9.955185874	6.647729588	10.97798726	11.23605258	2.234230076	16.31659113	5.961116543
SENP5	1130.240549	1254.865628	873.7049888	1036.357472	1170.108769	1344.865024	951.585461	1051.23895	1099.049886	937.4283242	1619.64338	963.6229439	987.1958806	990.1581027	1082.250377	1126.510385	1260.685099	1053.439481	1101.72461	1296.117054
ANKRD18DP	139.3615452	121.7344729	163.1054498	151.6814384	150.6625013	96.50176507	181.9207499	174.9996363	119.6091252	143.2041102	156.1560931	129.0300072	150.3435928	137.8410352	128.301181	116.535557	161.0500869	142.9907248	207.8591826	171.1692036
PCGF3	1942.466647	1972.765499	1799.354388	1824.942122	1506.625013	1695.96719	1982.46971	1752.478628	1891.178243	1770.246554	1878.633973	2161.43908	1978.014498	2025.497434	1909.227938	2250.487388	1644.209027	1883.455954	1935.999008	1771.303201
SPON2	343.1854791	477.7661163	270.1109359	339.8934849	312.3222655	593.3831937	258.887221	263.1200206	330.6176762	439.7686504	404.6728022	482.5573101	346.8770847	270.3215856	357.6478518	524.4100067	233.7098936	329.5489362	281.6385512	315.0875887
CTBP1	1149.88623	959.7012213	1065.899309	1058.593494	891.8780188	1410.568353	1150.998591	1025.175175	987.3394766	1173.054945	1034.058031	1192.595269	1174.67253	975.6082156	977.2162494	1421.227119	992.5179776	1022.16026	1010.209816	968.2556441
MXD4	379.4072023	467.7605431	330.3664524	331.1579047	295.8263712	317.2238873	311.3643604	332.6234222	303.5363648	267.1112126	360.8729224	331.1521572	273.5166568	294.060875	301.1421503	397.7409229	307.1187704	363.0623873	292.9892233	298.9074152
RGS12	2817.313352	2578.102673	2865.253697	2943.09639	2435.893726	2331.441579	2869.916446	2673.3987	2516.30518	2851.89462	2551.819082	2767.059692	2581.200238	2808.1282	2742.188455	2649.072771	2710.135882	3018.444832	2800.068921	2462.79272
TMEM128	79.19664902	60.86723645	81.03328077	92.12066414	74.78138752	69.8097875	75.80031246	93.08491294	100.4265296	68.04734314	82.83890304	90.9922594	70.64337494	85.00197169	67.8068418	84.44605582	102.6226135	70.37824739	86.54887468	85.15880775
LOC101928279	115.4183722	148.4160012	135.0554679	112.7683992	127.5682493	104.7146812	115.4497067	122.8720851	111.7104094	120.8602065	144.7300375	102.9256705	105.0593781	98.78607521	113.676176	123.2912415	111.6114556	132.9366895	124.857393	113.2612143
LOC101928306	224.6974693	215.9536197	233.7498484	232.6840913	241.9397831	251.5205579	229.7332547	240.7796415	231.3195345	225.4703012	298.981788	187.9512243	211.0244405	228.2034916	257.267135	203.5149945	242.6987357	229.0085828	230.5605268	289.5399464
CYTL1	18.41782535	16.67595519	14.54443501	27.79502797	18.69534688	19.50567592	18.65853845	28.54603997	22.56775947	13.20321583	24.75645378	19.39179299	20.83073877	12.25253646	27.25569131	21.11151396	26.96652618	14.52249549	16.31659113	25.54764233
STK32B	1429.223247	1229.851695	1756.759972	1431.046869	1366.959775	1329.465806	1458.864475	1555.138612	1343.910076	1331.493535	1651.065033	1241.074751	1530.606457	1500.935716	1444.551639	1050.508934	1614.24622	1511.456646	1552.913825	1423.003678
ABLIM2	1580.249415	2411.343121	1714.165555	1466.783333	1678.182314	1538.895168	1548.658691	1521.628044	1596.668982	2035.326502	1842.451464	1881.00392	1639.288572	1394.491806	1413.30731	2019.105195	1484.65708	1871.167688	1477.715623	1435.777499
USP17L10	4.297492583	4.168988798	1.038888215	3.176574625	5.498631435	7.186301654	4.664634613	3.723396518	2.256775947	4.062527949	5.713027796	1.491676384	4.528421471	4.594701172	0.664772959	2.533381675	3.745350859	4.468460151	2.837668022	5.961116543
USP17L12	3.069637559	6.670382077	6.23332929	7.147292907	4.398905148	13.34598879	10.49542788	7.446793035	3.38516392	4.062527949	8.569541694	3.729190959	4.528421471	6.892051759	2.659091835	2.533381675	8.988842061	2.234230076	3.547085028	4.257940388
USP17L18	9.822840189	6.670382077	8.31110572	6.353149251	17.59562059	17.45244687	6.996951919	6.205660863	10.15549176	2.031263974	6.665199095	9.695896494	5.434105765	9.189402345	7.977275505	10.97798726	12.73419292	10.05403534	12.06008909	2.554764233
USP17L22	6.75320263	9.171775356	9.349993935	5.559005595	10.99726287	14.37260331	6.996951919	7.446793035	10.15549176	4.062527949	14.28256949	4.475029151	7.245474353	7.657835287	1.994318876	5.911223908	11.23605258	6.702690227	4.965919039	6.81270462
USP17L26	6.75320263	7.504179837	5.194441075	3.970718282	10.99726287	15.39921783	5.830793266	2.482264345	9.027103786	6.093791923	5.713027796	8.950058302	8.151158647	9.955185874	6.647729588	0.844460558	13.48326309	12.28826542	7.803587061	8.515880775
USP17L5	3.683565071	6.670382077	6.23332929	4.764861938	7.698084009	10.26614522	5.830793266	12.41132173	5.641939866	10.15631987	4.760856496	4.475029151	9.962527236	10.7209694	3.988637753	0.844460558	7.490701718	3.351345114	4.256502033	11.07064501
USP17L27	6.75320263	6.670382077	4.15555286	6.353149251	5.498631435	16.42583235	3.49847596	1.241132173	4.513551893	5.078159936	6.665199095	2.983352767	6.339790059	6.892051759	5.982956629	2.533381675	11.23605258	3.351345114	5.675336045	9.367468853
USP17L28	6.139275118	10.00557312	5.194441075	6.353149251	5.498631435	11.29275974	4.664634613	8.687925208	11.28387973	6.093791923	7.617370394	6.712543727	5.434105765	3.828917644	4.653410711	3.377842233	11.23605258	5.585575189	5.675336045	5.109528465
USP17L29	3.683565071	6.670382077	6.23332929	3.176574625	9.897536583	12.31937426	5.830793266	2.482264345	10.15549176	5.078159936	4.760856496	4.475029151	9.056842941	9.189402345	3.988637753	1.688921116	14.23233326	7.819805265	6.38475305	8.515880775
SLC2A9	1607.262226	1014.731873	1663.260032	1627.994496	2019.097463	1136.462276	1710.754744	1568.791066	1883.279527	1286.805728	1397.787467	1463.334532	1535.134879	1692.381599	1582.824415	1242.201481	1576.792712	1844.356928	1651.522789	1570.328415
LINC01085	99.45625691	70.03901181	92.46105113	107.2093936	90.17755553	102.6614522	78.13262976	111.7018955	86.88587394	137.1103183	98.07364383	60.41289354	120.4560111	85.00197169	108.3579923	112.3132542	120.6002977	90.48631807	103.5748828	105.5969216
CPEB2-DT	509.5598348	487.7716894	562.0385243	570.9892889	714.8220866	392.1667474	570.2515814	600.7079715	683.8031118	539.3005852	490.3682191	445.2654005	547.0333137	584.2928324	585.6649767	468.6756098	549.8175061	552.9719437	551.9264303	612.2918277
NCAPG	187.2478911	157.5877766	189.0776551	189.0061902	145.1638699	177.6043123	246.0594758	188.6520902	209.880163	226.4859331	209.4776858	186.459548	202.8732819	190.6800987	216.7159846	173.1144144	205.2452271	174.2699459	226.3040248	175.427144
LINC02497	49.72812846	321.8459352	57.13885182	41.29547013	69.28275608	225.8551948	37.3170769	53.36868342	60.93295056	188.9075496	177.1038617	105.163185	74.26611212	56.66798113	53.1818367	160.4475061	67.41631546	83.78362784	47.53093937	74.08816274
LOC439933	154.709733	166.7595519	165.1832262	192.9769085	169.3578482	133.4598879	170.2591634	163.8294468	159.1027042	197.0326055	184.7212321	151.4051529	190.1937018	187.6169645	192.1193851	182.4034806	182.0240517	196.6122467	144.7210691	179.6850844
DTHD1	321.6980162	391.884947	379.1941985	377.2182368	294.7266449	280.2657645	416.3186392	323.935497	379.138359	449.9249703	342.7816677	320.7104225	447.4080413	375.2339291	341.6933008	390.9852385	363.2990333	315.0264407	401.5300252	419.8329222
TLR10	79.81057654	60.86723645	100.7721569	87.3558022	75.8811138	72.88963106	113.1173894	93.08491294	150.0756004	98.51630276	87.59975953	90.24642121	98.71958806	103.3807764	104.3693545	78.53483192	122.098438	108.3601587	104.9937168	84.30721967
TLR6	227.1531794	223.4577996	205.6998666	224.7426548	269.4329403	218.6688932	255.3887451	199.8222798	238.0898624	238.673517	228.5211118	200.6304736	264.4598139	222.8430069	221.3693953	217.870824	242.6987357	166.4501406	226.3040248	275.9145371
UGDH	248.6406423	240.9675525	162.0665615	211.2422126	350.8126856	383.9538312	169.0930047	248.2264345	224.5492067	232.5797251	240.8993387	352.0356266	217.3642306	190.6800987	185.4716555	435.741648	199.2526657	253.5851136	170.9694983	191.6073174
RBM47	2191.10729	3391.889286	1872.076563	2517.435391	2962.662617	4728.586488	1678.102302	2097.513372	2507.278077	3003.223786	2719.401231	2702.171769	2545.878551	2045.407805	2121.955284	4099.01155	2088.407639	2654.26533	2110.515592	2269.482227
LINC00682	11.66462272	25.01393279	9.349993935	7.147292907	21.99452574	27.71859209	8.163110572	11.17018955	14.66904365	24.37516769	14.28256949	23.12098395	15.396633	9.955185874	13.29545918	37.15626456	19.47582447	13.40538045	11.35067209	12.77382116
BEND4	316.7865961	507.7828356	363.6108752	245.3903898	196.8510054	535.8927805	321.8597883	281.7370032	269.6847256	505.7847296	372.298978	424.3819312	295.2530799	264.1953174	331.0569335	602.9448386	307.1187704	252.4679986	305.7587294	287.8367702
KIT	618.8389319	700.3901181	645.1495815	667.0806713	461.8850405	591.3299647	723.018365	675.1759019	547.268167	659.1451597	648.4286548	682.4419455	721.8303824	682.3131241	746.5400327	573.388719	650.1929091	563.0259791	684.5874104	667.6450528
EXOC1	257.849555	287.6602271	304.394247	241.4196715	284.8291083	264.8665467	278.7119181	249.4675667	291.1240971	260.0017887	280.8905333	287.1477039	305.2156071	259.6006162	255.9375891	276.9830631	297.3808582	282.6301046	321.3659035	278.4693013
UGT2B15	38.06350573	144.2470124	30.12775823	40.50132647	137.4657859	162.2050945	30.32012498	50.88641907	51.90584677	112.7351506	103.7866716	88.00890664	41.66147753	36.75760938	53.1818367	111.4687937	40.44978928	43.56748648	27.66726322	46.83734426
SDAD1	189.7036011	176.765125	161.0276733	211.2422126	219.9452574	172.4712397	150.4344663	186.1698259	213.2653269	153.3604301	194.2429451	206.5971791	172.9857002	161.5803246	178.8239259	200.9816129	180.5259114	179.8555211	200.0555956	198.4200221
SHROOM3	1960.884473	3876.325784	1615.471174	1774.911072	3241.993094	3567.485464	1559.154119	1974.641287	2157.477805	2242.515428	2560.388624	2745.430384	1518.832561	1573.685152	1559.557361	3818.650644	1801.513763	2228.644501	1429.475266	1672.518984
HELQ	292.8434231	239.299957	316.8609056	291.4507219	333.217065	281.292379	258.887221	279.2547388	332.8744521	269.1424766	233.2819683	258.0600144	286.196237	284.8714727	266.5739565	238.982338	331.8380861	302.7381753	292.2798063	338.0804668
MRPS18C	27.62673803	14.17456191	33.24442288	27.00088432	16.49589431	14.37260331	47.81250478	22.34037911	28.20969933	17.26574378	16.18691209	23.12098395	24.45347594	32.16290821	20.60796172	16.88921116	21.72303498	21.22518572	21.99192717	29.80558271
GPAT3	553.7626157	458.5887678	498.6663432	539.2235427	542.1650595	422.9651831	446.6387642	506.3819264	540.4978392	576.8789687	430.3814273	501.9491031	565.1469995	522.2643666	501.2388109	561.5662712	521.3528396	611.0619257	546.2510943	497.3274373
NKX6-1	27.62673803	44.19128126	15.58332322	12.7062985	25.2937046	37.98473731	20.99085576	16.13471824	20.31098352	26.40643167	36.18250937	31.32520406	28.98189741	22.97350586	25.92614539	33.77842233	18.72675429	20.10807068	14.89775712	17.88334963
CDS1	237.5899471	556.9769034	208.8165312	205.683207	304.6241815	574.9041323	212.2408749	209.7513372	190.6975675	369.6900433	367.5381215	261.7892053	240.0063379	187.6169645	204.7500713	526.0989278	229.2154726	245.7653083	185.8672555	192.4589055
BMPR1B-DT	52.1838385	137.5766303	55.06107539	34.14817722	53.88658806	128.3268152	53.64329805	37.23396518	51.90584677	122.8914704	60.93896315	67.87127546	65.20926918	46.71279525	65.81252292	114.8466359	53.1839822	29.04499098	44.69327135	57.05640119
BMPR1B	1436.590378	3549.477063	1644.560044	1239.658248	1215.197547	3706.078424	1557.987961	1530.315969	1319.085541	4351.983065	2304.254544	2148.013993	1862.086909	1474.133293	1610.080106	4590.487595	1486.155221	1246.700382	1589.094093	1288.452761
LAMTOR3	119.7158648	79.21078716	136.0943562	129.445416	116.5709864	119.0872846	100.2896442	101.7728381	118.4807372	91.40687885	96.16930123	97.70480313	103.2480095	98.02029168	109.6875382	102.1797275	83.14678907	122.8826542	133.370397	125.1834474
H2AZ1	6.75320263	4.168988798	4.15555286	5.559005595	6.598357722	8.212916176	9.329269226	3.723396518	6.77032784	10.15631987	6.665199095	6.712543727	4.528421471	11.48675293	7.312502547	3.377842233	4.494421031	7.819805265	10.64125508	6.81270462
MANBA	1036.30964	953.864637	1114.727055	1199.951065	1165.709864	1057.412958	1266.448297	1144.323863	1118.232482	1077.585538	980.7364383	1074.006996	1180.106635	1300.300432	1277.693627	1086.820738	1217.239029	989.7639236	1225.163169	1227.13842
ALPK1	1024.645017	1033.909222	1160.438136	1034.769184	907.2741868	935.2458295	1020.388822	1007.799324	983.9543127	917.1156844	953.1234706	898.7350212	1105.840523	1014.663176	1041.034453	884.1502045	1044.95289	807.6741724	1055.612504	1083.220035
METTL14-DT	77.968794	85.88116924	58.17774004	76.23779101	108.8729024	56.46379871	65.30488458	71.98566601	75.60199421	53.82849532	91.40844473	63.39624631	48.00126759	56.66798113	61.82388517	52.35655461	92.8847013	75.96382258	61.71927949	68.1270462
TNIP3	539.6422829	505.2814423	557.8829714	512.2226584	446.4888725	408.5925798	619.2302448	659.0411836	543.8830031	534.2224253	544.6419832	407.2276527	550.6560508	516.1380984	640.1763593	423.9192002	566.2970499	485.9450415	590.9443656	533.0941365
